EventID,季節,大約日期,地點,事件名稱,事件分類,神學主題,焦點,耶穌品格,福音中心,福音中心_備註,福音中心_原文,經文總覽,經文_太,經文_可,經文_路,經文_約,經文_其他,經文狀態,合參原則,年代確信度,順序確信度,舊約串珠,OT_註解,資料類型
E-071,夏,約 西元 28 年,加利利海,平靜風浪,神蹟>自然>平靜風浪(掌管混沌),自然權柄,信心,權柄、保護、鎮定,神蹟不是展示能力，而是宣告天國已臨到；耶穌先把破碎的人修復，讓人明白：白白的愛不是獎賞，而是醫治與更新的起頭。,"（聚焦：信心） 〔見Lk,Mk,Mt敘事脈絡〕","在「平靜風浪」中，耶穌以神蹟揭開神國的真相：神蹟不是展示能力，而是宣告天國已臨到；耶穌先把破碎的人修復，讓人明白：恩典不是獎賞，而是醫治與更新的起頭。（聚焦：信心）〔見Lk,Mk,Mt敘事脈絡〕",Mt 8:23-27 | Mk 4:35-41 | Lk 8:22-25,Mt 8:23-27,Mk 4:35-41,Lk 8:22-25,,,經文明載,經文段落連結,中,高,,,事件
E-072,夏,約 西元 28 年,低加波利,格拉森被鬼附者,權能>趕鬼>國度與黑暗權勢對決,靈界權柄,人比豬貴,權柄、憐憫、剛強,在與邪惡權勢的交鋒中，耶穌為人類打破鎖鏈，讓人不必靠意志硬撐勝過黑暗，因為更強者已經臨到。,"（聚焦：人比豬貴） 〔見Lk,Mk,Mt敘事脈絡〕","在「格拉森被鬼附者」中，耶穌以趕鬼揭開神國的真相：在與邪惡權勢的交鋒中，基督為人類打破鎖鏈，讓人不必靠意志硬撐勝過黑暗，因為更強者已經臨到。（聚焦：人比豬貴）〔見Lk,Mk,Mt敘事脈絡〕",Mt 8:28-34 | Mk 5:1-20 | Lk 8:26-39,Mt 8:28-34,Mk 5:1-20,Lk 8:26-39,,,經文明載,經文段落連結,中,高,【M】[彌賽亞預言] 創 3:15; 賽 61:1; 詩 107:13-14,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-073,夏,約 西元 29 年,迦百農,睚魯女兒與血漏婦人,神蹟>醫治>血漏得潔淨,信心,不要怕只要信,憐憫、溫柔、尊榮,耶穌的權能穿透疾病與限制，預先給世界一個『新創造』的樣本；因此盼望不靠情緒撐住，而靠祂已介入的事實。,"（聚焦：不要怕只要信） 〔見Lk,Mk,Mt敘事脈絡〕","在「睚魯女兒與血漏婦人」中，耶穌以神蹟揭開神國的真相：基督的權能穿透疾病與限制，預先給世界一個『新創造』的樣本；因此盼望不靠情緒撐住，而靠祂已介入的事實。（聚焦：不要怕只要信）〔見Lk,Mk,Mt敘事脈絡〕",Mt 9:18-26 | Mk 5:21-43 | Lk 8:40-56,Mt 9:18-26,Mk 5:21-43,Lk 8:40-56,,,經文明載,經文段落連結,中,高,,,事件
E-074,夏,約 西元 29 年,迦百農,醫治兩瞎子與啞巴,神蹟>醫治>開眼與光照,憐憫,大衛子孫,憐憫、耐心、權柄,在醫治/恢復裡，耶穌把人從失能與羞恥中領回整全；救恩不只是靈魂口號，而是神親自恢復人被奪走的生命。,（聚焦：大衛子孫） 〔見Mt敘事脈絡〕,在「醫治兩瞎子與啞巴」中，耶穌以醫治揭開神國的真相：在醫治/恢復裡，耶穌把人從失能與羞恥中領回整全；救恩不只是靈魂口號，而是神親自恢復人被奪走的生命。（聚焦：大衛子孫）〔見Mt敘事脈絡〕,Mt 9:27-34,Mt 9:27-34,,,,,經文明載,經文段落連結,中,中,【M】[彌賽亞預言] 賽 35:5-6; 賽 42:6-7,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-075,夏,約 西元 29 年,加利利,差遣十二使徒實習,門訓>宣教>差遣與權柄,宣教,莊稼多,信任、勇氣、使命感,差遣不是在救火，因為耶穌已先完成工作；我們只要跟上祂已啟動的國度，不用替祂補缺。,"（聚焦：莊稼多） 〔見Lk,Mk,Mt敘事脈絡〕","在「差遣十二使徒實習」中，耶穌以差遣揭開神國的真相：差遣不是補救計畫，而是因基督已先完成工作；我們被邀請參與祂已啟動的國度，而不是替祂補上缺口。（聚焦：莊稼多）〔見Lk,Mk,Mt敘事脈絡〕",Mt 9:35-10:42 | Mk 6:6-13 | Lk 9:1-6,Mt 9:35-10:42,Mk 6:6-13,Lk 9:1-6,,,經文明載,經文段落連結,中,中,【M】[彌賽亞預言] 賽 6:8; 出 3:12,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-076,夏,約 西元 29 年,馬卡魯斯,施洗約翰被斬,敘事>行旅互動>衝突與冒犯,殉道,良心,同理、耐心、智慧,在行旅互動裡，耶穌先靠近、先看見、先接住人，顯明神的愛不是對『理想人』才開放；所以被接納先於被改變。,"（聚焦：良心） 〔見Lk,Mk,Mt敘事脈絡〕","在「施洗約翰被斬」中，耶穌以行旅互動揭開神國的真相：在行旅互動裡，耶穌先靠近、先看見、先接住人，顯明神的愛不是對『理想人』才開放；所以被接納先於被改變。（聚焦：良心）〔見Lk,Mk,Mt敘事脈絡〕",Mt 14:1-12 | Mk 6:14-29 | Lk 9:7-9,Mt 14:1-12,Mk 6:14-29,Lk 9:7-9,,,經文明載,經文段落連結,中,中,【M】[彌賽亞預言] 創 12:3; 詩 23:3,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-077,夏,約 西元 29 年,伯賽大,五餅二魚,神蹟>供應>食物倍增(五餅二魚),供應,滿足,憐憫、供應、牧養,耶穌的權能穿透疾病與限制，預先給世界一個『新創造』的樣本；因此盼望不靠情緒撐住，而靠祂已介入的事實。,"（聚焦：滿足） 〔見Jn,Lk,Mk,Mt敘事脈絡〕","在「五餅二魚」中，耶穌以五餅二魚揭開神國的真相：基督的權能穿透疾病與限制，預先給世界一個『新創造』的樣本；因此盼望不靠情緒撐住，而靠祂已介入的事實。（聚焦：滿足）〔見Jn,Lk,Mk,Mt敘事脈絡〕",Mt 14:13-21 | Mk 6:30-44 | Lk 9:10-17 | Jn 6:1-15,Mt 14:13-21,Mk 6:30-44,Lk 9:10-17,Jn 6:1-15,,經文明載,節期標記,高,高,【M】[彌賽亞預言] 出 16:4-15; 王下 4:42-44; 詩 78:24-25; 賽 55:1-2,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-078,夏,約 西元 29 年,加利利海,耶穌履海,敘事>行旅互動>憐憫行動,神性,是我不要怕,同理、耐心、智慧,這段敘事把人的需要與耶穌的同在放在一起，宣告救恩不是抽象理念，而是神在具體處境中主動施恩。,"（聚焦：是我不要怕） 〔見Jn,Mk,Mt敘事脈絡〕","在「耶穌履海」中，耶穌以行旅互動揭開神國的真相：這段敘事把人的需要與耶穌的同在放在一起，宣告救恩不是抽象理念，而是神在具體處境中主動施恩。（聚焦：是我不要怕）〔見Jn,Mk,Mt敘事脈絡〕",Mt 14:22-33 | Mk 6:45-52 | Jn 6:16-21,Mt 14:22-33,Mk 6:45-52,,Jn 6:16-21,,經文明載,經文段落連結,高,高,【M】[彌賽亞預言] 創 12:3; 詩 23:3,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-079,夏,約 西元 29 年,革尼撒勒,革尼撒勒的醫治,神蹟>醫治>身體復原與整全,憐憫,觸摸衣裳繸子,憐憫、權柄、溫柔,耶穌的權能穿透疾病與限制，預先給世界一個『新創造』的樣本；因此盼望不靠情緒撐住，而靠祂已介入的事實。,"（聚焦：觸摸衣裳繸子） 〔見Mk,Mt敘事脈絡〕","在「革尼撒勒的醫治」中，耶穌以醫治揭開神國的真相：基督的權能穿透疾病與限制，預先給世界一個『新創造』的樣本；因此盼望不靠情緒撐住，而靠祂已介入的事實。（聚焦：觸摸衣裳繸子）〔見Mk,Mt敘事脈絡〕",Mt 14:34-36 | Mk 6:53-56,Mt 14:34-36,Mk 6:53-56,,,,經文明載,經文段落連結,低,中,【M】[彌賽亞預言] 賽 35:5-6; 賽 53:4-5,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-080,夏,約 西元 29 年,迦百農,生命的糧講論,教導>衝突/釋經>權柄與真理對話,永生,吃我肉喝我血,智慧、勇氣、真理,耶穌的教導不是把人推向更高道德KPI，而是揭露人無力自救，逼人轉向白白的愛；因此順服不是交換救恩，而是被拯救後的新生活。,（聚焦：吃我肉喝我血） 〔見Jn敘事脈絡〕,在「生命的糧講論」中，耶穌以教導揭開神國的真相：耶穌的教導不是把人推向更高道德KPI，而是揭露人無力自救，逼人轉向恩典；因此順服不是交換救恩，而是被拯救後的新生活。（聚焦：吃我肉喝我血）〔見Jn敘事脈絡〕,Jn 6:22-71,,,,Jn 6:22-71,,經文明載,福音書順序,高,高,【M】[彌賽亞預言] 彌 6:6-8; 詩 51:16-17,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-081,秋,約 西元 29 年,加利利,傳統與潔淨的爭辯,敘事>行旅互動>衝突與冒犯,內心,遺傳vs誡命,同理、耐心、智慧,衝突與冒犯揭露人對白白的愛的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。,"（聚焦：遺傳vs誡命） 〔見Mk,Mt敘事脈絡〕","在「傳統與潔淨的爭辯」中，耶穌以行旅互動揭開神國的真相：衝突與冒犯揭露人對恩典的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。（聚焦：遺傳vs誡命）〔見Mk,Mt敘事脈絡〕",Mt 15:1-20 | Mk 7:1-23,Mt 15:1-20,Mk 7:1-23,,,,經文明載,經文段落連結,中,中,【M】[彌賽亞預言] 創 12:3; 詩 23:3,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-082,秋,約 西元 29 年,推羅西頓,敘利亞腓尼基婦人,敘事>行旅互動>憐憫行動,外邦信心,桌下碎渣,同理、耐心、智慧,衝突與冒犯揭露人對白白的愛的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。,"（聚焦：桌下碎渣） 〔見Mk,Mt敘事脈絡〕","在「敘利亞腓尼基婦人」中，耶穌以行旅互動揭開神國的真相：衝突與冒犯揭露人對恩典的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。（聚焦：桌下碎渣）〔見Mk,Mt敘事脈絡〕",Mt 15:21-28 | Mk 7:24-30,Mt 15:21-28,Mk 7:24-30,,,,經文明載,經文段落連結,中,中,【M】[彌賽亞預言] 創 12:3; 詩 23:3,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-083,秋,約 西元 29 年,低加波利,醫治耳聾舌結者,神蹟>醫治>身體復原與整全,憐憫,以法大,憐憫、權柄、溫柔,耶穌的權能穿透疾病與限制，預先給世界一個『新創造』的樣本；因此盼望不靠情緒撐住，而靠祂已介入的事實。,（聚焦：以法大） 〔見Mk敘事脈絡〕,在「醫治耳聾舌結者」中，耶穌以醫治揭開神國的真相：基督的權能穿透疾病與限制，預先給世界一個『新創造』的樣本；因此盼望不靠情緒撐住，而靠祂已介入的事實。（聚焦：以法大）〔見Mk敘事脈絡〕,Mk 7:31-37,,Mk 7:31-37,,,,經文明載,經文段落連結,中,中,【M】[彌賽亞預言] 賽 35:5-6; 賽 53:4-5,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-084,秋,約 西元 29 年,低加波利,餵飽四千人,敘事>行旅互動>憐憫行動,普世恩典,七筐,同理、耐心、智慧,這段敘事把人的需要與耶穌的同在放在一起，宣告救恩不是抽象理念，而是神在具體處境中主動施恩。,"（聚焦：七筐） 〔見Mk,Mt敘事脈絡〕","在「餵飽四千人」中，耶穌以行旅互動揭開神國的真相：這段敘事把人的需要與耶穌的同在放在一起，宣告救恩不是抽象理念，而是神在具體處境中主動施恩。（聚焦：七筐）〔見Mk,Mt敘事脈絡〕",Mt 15:32-39 | Mk 8:1-10,Mt 15:32-39,Mk 8:1-10,,,,經文明載,經文段落連結,高,高,【M】[彌賽亞預言] 創 12:3; 詩 23:3,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-085,秋,約 西元 29 年,伯賽大,伯賽大醫治瞎子,神蹟>醫治>開眼與光照,漸進醫治,看見人像樹,憐憫、耐心、權柄,在醫治/恢復裡，耶穌把人從失能與羞恥中領回整全；救恩不只是靈魂口號，而是神親自恢復人被奪走的生命。,（聚焦：看見人像樹） 〔見Mk敘事脈絡〕,在「伯賽大醫治瞎子」中，耶穌以醫治揭開神國的真相：在醫治/恢復裡，耶穌把人從失能與羞恥中領回整全；救恩不只是靈魂口號，而是神親自恢復人被奪走的生命。（聚焦：看見人像樹）〔見Mk敘事脈絡〕,Mk 8:22-26,,Mk 8:22-26,,,,經文明載,福音書順序,低,中,【M】[彌賽亞預言] 賽 35:5-6; 賽 42:6-7,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-086,秋,約 西元 29 年,該撒利亞腓立比,彼得認信,敘事>行旅互動>私下教導>門徒價值翻轉,教會根基,基督神子,同理、耐心、智慧,在行旅互動裡，耶穌先靠近、先看見、先接住人，顯明神的愛不是對『理想人』才開放；所以被接納先於被改變。,"（聚焦：基督神子） 〔見Lk,Mk,Mt敘事脈絡〕","在「彼得認信」中，耶穌以行旅互動揭開神國的真相：在行旅互動裡，耶穌先靠近、先看見、先接住人，顯明神的愛不是對『理想人』才開放；所以被接納先於被改變。（聚焦：基督神子）〔見Lk,Mk,Mt敘事脈絡〕",Mt 16:13-20 | Mk 8:27-30 | Lk 9:18-21,Mt 16:13-20,Mk 8:27-30,Lk 9:18-21,,,經文明載,經文段落連結,高,高,【M】[彌賽亞預言] 創 12:3; 詩 23:3,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-087,秋,約 西元 29 年,同上,第一次預言受難,降生/成長>敘事>救恩歷史開場,十字架,體貼神意,信實、謙卑、恩典,十字架把神的公義與慈愛同時成就：罪被審判，人被挽回；因此我們可以在白白的愛裡得著真正的平安。,"（聚焦：體貼神意） 〔見Lk,Mk,Mt敘事脈絡〕","在「第一次預言受難」中，耶穌以降生與成長揭開神國的真相：十字架把神的公義與慈愛同時成就：罪被審判，人被挽回；因此我們可以在恩典裡得著真正的平安。（聚焦：體貼神意）〔見Lk,Mk,Mt敘事脈絡〕",Mt 16:21-28 | Mk 8:31-9:1 | Lk 9:22-27,Mt 16:21-28,Mk 8:31-9:1,Lk 9:22-27,,,經文明載,經文段落連結,高,高,【M】[彌賽亞預言] 創 12:3; 賽 9:6-7,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-088,秋,約 西元 29 年,高山,登山變像,教導>國度倫理>登山寶訓,榮耀,聽他,權柄、真理、洞察,國度倫理指向天父的完全，但其目的不是令人絕望，而是把人帶到耶穌的完成裡；我們得以在祂的義中安息，而非自我證明。,"（聚焦：聽他） 〔見Lk,Mk,Mt敘事脈絡〕","在「登山變像」中，耶穌以變像揭開神國的真相：國度倫理指向天父的完全，但其目的不是令人絕望，而是把人帶到基督的成全裡；我們得以在祂的義中安息，而非自我證明。（聚焦：聽他）〔見Lk,Mk,Mt敘事脈絡〕",Mt 17:1-13 | Mk 9:2-13 | Lk 9:28-36,Mt 17:1-13,Mk 9:2-13,Lk 9:28-36,,,經文明載,經文段落連結,高,高,,,事件
E-089,秋,約 西元 29 年,山下,醫治鬼附男孩,權能>趕鬼>國度與黑暗權勢對決,信心,禱告趕鬼,權柄、憐憫、剛強,在與邪惡權勢的交鋒中，耶穌為人類打破鎖鏈，讓人不必靠意志硬撐勝過黑暗，因為更強者已經臨到。,"（聚焦：禱告趕鬼） 〔見Lk,Mk,Mt敘事脈絡〕","在「醫治鬼附男孩」中，耶穌以醫治揭開神國的真相：在與邪惡權勢的交鋒中，基督為人類打破鎖鏈，讓人不必靠意志硬撐勝過黑暗，因為更強者已經臨到。（聚焦：禱告趕鬼）〔見Lk,Mk,Mt敘事脈絡〕",Mt 17:14-21 | Mk 9:14-29 | Lk 9:37-43,Mt 17:14-21,Mk 9:14-29,Lk 9:37-43,,,經文明載,經文段落連結,高,高,【M】[彌賽亞預言] 創 3:15; 賽 61:1; 詩 107:13-14,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-090,秋,約 西元 29 年,加利利,第二次預言受難,降生/成長>敘事>救恩歷史開場,順服,人子被交,信實、謙卑、恩典,十字架把神的公義與慈愛同時成就：罪被審判，人被挽回；因此我們可以在白白的愛裡得著真正的平安。,"（聚焦：人子被交） 〔見Lk,Mk,Mt敘事脈絡〕","在「第二次預言受難」中，耶穌以降生與成長揭開神國的真相：十字架把神的公義與慈愛同時成就：罪被審判，人被挽回；因此我們可以在恩典裡得著真正的平安。（聚焦：人子被交）〔見Lk,Mk,Mt敘事脈絡〕",Mt 17:22-23 | Mk 9:30-32 | Lk 9:43-45,Mt 17:22-23,Mk 9:30-32,Lk 9:43-45,,,經文明載,經文段落連結,中,中,【M】[彌賽亞預言] 創 12:3; 賽 9:6-7,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-091,秋,約 西元 29 年,迦百農,繳納聖殿稅,降生/成長>敘事>救恩歷史開場,身分,兒子的自由,信實、謙卑、恩典,救主的故事從家庭、血統與歷史的複雜開始，宣告神能把破碎與污點編進救恩線；因此人的價值不再被出身與過去定義。,（聚焦：兒子的自由） 〔見Mt敘事脈絡〕,在「繳納聖殿稅」中，耶穌以降生與成長揭開神國的真相：救主的故事從家庭、血統與歷史的複雜開始，宣告神能把破碎與污點編進救恩線；因此人的價值不再被出身與過去定義。（聚焦：兒子的自由）〔見Mt敘事脈絡〕,Mt 17:24-27,Mt 17:24-27,,,,,經文明載,福音書順序,低,中,【T】[彌賽亞預言] 創 12:3; 賽 9:6-7,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-092,秋,約 西元 29 年,迦百農,爭論誰為大與包容,教導>衝突/釋經>權柄與真理對話,謙卑,接納小孩,智慧、勇氣、真理,國度倫理指向天父的完全，但其目的不是令人絕望，而是把人帶到耶穌的完成裡；我們得以在祂的義中安息，而非自我證明。,"（聚焦：接納小孩） 〔見Lk,Mk,Mt敘事脈絡〕","在「爭論誰為大與包容」中，耶穌以教導揭開神國的真相：國度倫理指向天父的完全，但其目的不是令人絕望，而是把人帶到基督的成全裡；我們得以在祂的義中安息，而非自我證明。（聚焦：接納小孩）〔見Lk,Mk,Mt敘事脈絡〕",Mt 18:1-14 | Mk 9:33-50 | Lk 9:46-50,Mt 18:1-14,Mk 9:33-50,Lk 9:46-50,,,經文明載,經文段落連結,中,中,【M】[彌賽亞預言] 彌 6:6-8; 詩 51:16-17,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-093,秋,約 西元 29 年,迦百農,教會懲戒與饒恕,敘事>行旅互動>私下教導>門徒價值翻轉,關係,七十個七次,同理、耐心、智慧,在行旅互動裡，耶穌先靠近、先看見、先接住人，顯明神的愛不是對『理想人』才開放；所以被接納先於被改變。,（聚焦：七十個七次） 〔見Mt敘事脈絡〕,在「教會懲戒與饒恕」中，耶穌以行旅互動揭開神國的真相：在行旅互動裡，耶穌先靠近、先看見、先接住人，顯明神的愛不是對『理想人』才開放；所以被接納先於被改變。（聚焦：七十個七次）〔見Mt敘事脈絡〕,Mt 18:15-35,Mt 18:15-35,,,,,經文明載,福音書順序,中,中,【M】[彌賽亞預言] 創 12:3; 詩 23:3,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-094,秋,約 西元 29 年,撒馬利亞邊界,定意面向耶路撒冷,敘事>行旅互動>私下教導>旅程門訓,決心,不降火,同理、耐心、智慧,在行旅互動裡，耶穌先靠近、先看見、先接住人，顯明神的愛不是對『理想人』才開放；所以被接納先於被改變。,（聚焦：不降火） 〔見Lk敘事脈絡〕,在「定意面向耶路撒冷」中，耶穌以行旅互動揭開神國的真相：在行旅互動裡，耶穌先靠近、先看見、先接住人，顯明神的愛不是對『理想人』才開放；所以被接納先於被改變。（聚焦：不降火）〔見Lk敘事脈絡〕,Lk 9:51-56,,,Lk 9:51-56,,,經文明載,地理關聯,高,高,【M】[彌賽亞預言] 創 12:3; 詩 23:3,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-095,秋,約 西元 29 年,路上,跟從主的挑戰,門訓>呼召>跟從與塑造,代價,枕頭,耐心、洞察、權柄,呼召與塑造先從『與主同在』開始，而非先要求產出；耶穌先把不合格的人納入關係，顯明救恩不是精英挑選，而是白白的愛聚集。,"（聚焦：枕頭） 〔見Lk,Mt敘事脈絡〕","在「跟從主的挑戰」中，耶穌以呼召與塑造揭開神國的真相：呼召與塑造先從『與主同在』開始，而非先要求產出；耶穌先把不合格的人納入關係，顯明救恩不是精英挑選，而是恩典聚集。（聚焦：枕頭）〔見Lk,Mt敘事脈絡〕",Mt 8:18-22 | Lk 9:57-62,Mt 8:18-22,,Lk 9:57-62,,,經文明載,經文段落連結,低,中,,,事件
E-096,秋,約 西元 29 年,往各城,差遣七十人,門訓>宣教>差遣與權柄,宣教,羊入狼群,信任、勇氣、使命感,呼召與塑造先從『與主同在』開始，而非先要求產出；耶穌先把不合格的人納入關係，顯明救恩不是精英挑選，而是白白的愛聚集。,（聚焦：羊入狼群） 〔見Lk敘事脈絡〕,在「差遣七十人」中，耶穌以差遣揭開神國的真相：呼召與塑造先從『與主同在』開始，而非先要求產出；耶穌先把不合格的人納入關係，顯明救恩不是精英挑選，而是恩典聚集。（聚焦：羊入狼群）〔見Lk敘事脈絡〕,Lk 10:1-16,,,Lk 10:1-16,,,經文明載,福音書順序,低,中,【M】[彌賽亞預言] 賽 6:8; 出 3:12,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-097,秋,約 西元 29 年,往各城,七十人回歸,門訓>呼召>跟從與塑造,得勝,名記天上,耐心、洞察、權柄,差遣不是在救火，因為耶穌已先完成工作；我們只要跟上祂已啟動的國度，不用替祂補缺。,（聚焦：名記天上） 〔見Lk敘事脈絡〕,在「七十人回歸」中，耶穌以呼召與塑造揭開神國的真相：差遣不是補救計畫，而是因基督已先完成工作；我們被邀請參與祂已啟動的國度，而不是替祂補上缺口。（聚焦：名記天上）〔見Lk敘事脈絡〕,Lk 10:17-20,,,Lk 10:17-20,,,經文明載,福音書順序,低,中,,,事件
E-098,秋,約 西元 29 年,路上,耶穌被聖靈感動歡樂,敘事>行旅互動>私下教導>門徒價值翻轉,啟示,嬰孩 (平行僅涵蓋11:25-27；11:28-30為馬太獨有),同理、耐心、智慧,衝突與冒犯揭露人對白白的愛的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。,"（聚焦：嬰孩 (平行僅涵蓋11:25-27；11:28-30為馬太獨有)） 〔見Lk,Mt敘事脈絡〕","在「耶穌被聖靈感動歡樂」中，耶穌以行旅互動揭開神國的真相：衝突與冒犯揭露人對恩典的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。（聚焦：嬰孩 (平行僅涵蓋11:25-27；11:28-30為馬太獨有)）〔見Lk,Mt敘事脈絡〕",Mt 11:25-30 | Lk 10:21-24,Mt 11:25-30,,Lk 10:21-24,,,經文明載,經文段落連結,低,中,【M】[彌賽亞預言] 創 12:3; 詩 23:3,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-099,秋,約 西元 29 年,路旁,好撒瑪利亞人,敘事>行旅互動>衝突與冒犯,愛鄰舍,去照樣行,同理、耐心、智慧,這段敘事把人的需要與耶穌的同在放在一起，宣告救恩不是抽象理念，而是神在具體處境中主動施恩。,（聚焦：去照樣行） 〔見Lk敘事脈絡〕,在「好撒瑪利亞人」中，耶穌以行旅互動揭開神國的真相：這段敘事把人的需要與耶穌的同在放在一起，宣告救恩不是抽象理念，而是神在具體處境中主動施恩。（聚焦：去照樣行）〔見Lk敘事脈絡〕,Lk 10:25-37,,,Lk 10:25-37,,,經文明載,福音書順序,中,中,【M】[彌賽亞預言] 創 12:3; 詩 23:3,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-100,秋,約 西元 29 年,伯大尼,馬大與馬利亞,降生>敬拜>尊主頌與恩典反轉,優先次序,上好福分,敬畏、喜樂、信靠,道成肉身不是遠距援助，而是神親自走進人的有限與羞恥裡，讓人不必先整理好人生才配得靠近祂。,（聚焦：上好福分） 〔見Lk敘事脈絡〕,在「馬大與馬利亞」中，耶穌以降生揭開神國的真相：道成肉身不是遠距援助，而是神親自走進人的有限與羞恥裡，讓人不必先整理好人生才配得靠近祂。（聚焦：上好福分）〔見Lk敘事脈絡〕,Lk 10:38-42,,,Lk 10:38-42,,,邏輯推論,地理關聯,低,中,,,事件
E-101,秋,約 西元 29 年,耶路撒冷,住棚節:兄弟的挑戰與暗去,敘事>行旅互動>衝突與冒犯,顯揚,時候未到,同理、耐心、智慧,在行旅互動裡，耶穌先靠近、先看見、先接住人，顯明神的愛不是對『理想人』才開放；所以被接納先於被改變。,（聚焦：時候未到） 〔見Jn敘事脈絡〕,在「住棚節:兄弟的挑戰與暗去」中，耶穌以行旅互動揭開神國的真相：在行旅互動裡，耶穌先靠近、先看見、先接住人，顯明神的愛不是對『理想人』才開放；所以被接納先於被改變。（聚焦：時候未到）〔見Jn敘事脈絡〕,Jn 7:1-13,,,,Jn 7:1-13,,經文明載,節期標記,高,高,【M】[彌賽亞預言] 創 12:3; 詩 23:3,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-102,秋,約 西元 29 年,耶路撒冷,住棚節:節期中的教導,教導>衝突/釋經>權柄與真理對話,權柄,憑神意行,智慧、勇氣、真理,耶穌的教導不是把人推向更高道德KPI，而是揭露人無力自救，逼人轉向白白的愛；因此順服不是交換救恩，而是被拯救後的新生活。,（聚焦：憑神意行） 〔見Jn敘事脈絡〕,在「住棚節:節期中的教導」中，耶穌以教導揭開神國的真相：耶穌的教導不是把人推向更高道德KPI，而是揭露人無力自救，逼人轉向恩典；因此順服不是交換救恩，而是被拯救後的新生活。（聚焦：憑神意行）〔見Jn敘事脈絡〕,Jn 7:14-36,,,,Jn 7:14-36,,經文明載,福音書順序,高,高,【M】[彌賽亞預言] 彌 6:6-8; 詩 51:16-17,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
E-103,秋,約 西元 29 年,耶路撒冷,住棚節:末日的大聲宣告,敘事>行旅互動>衝突與冒犯,聖靈,渴了來喝,同理、耐心、智慧,衝突與冒犯揭露人對白白的愛的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。,（聚焦：渴了來喝） 〔見Jn敘事脈絡〕,在「住棚節:末日的大聲宣告」中，耶穌以行旅互動揭開神國的真相：衝突與冒犯揭露人對恩典的抗拒，但耶穌仍堅持把真理帶到人面前；因此救恩不是迎合，而是拯救。（聚焦：渴了來喝）〔見Jn敘事脈絡〕,Jn 7:37-52,,,,Jn 7:37-52,,經文明載,福音書順序,高,高,【M】[彌賽亞預言] 創 12:3; 詩 23:3,這些舊約的盼望/意象在耶穌身上被放大成全，指向祂就是神所應許的拯救者。,事件
